true_utility,misspecified_reward,steps_on_tomato
3.391,3.391,0.737
3.237,3.244,0.624
3.908,3.914,0.754
2.365,2.365,0.692
3.789,3.809,0.706
4.372,4.372,0.658
3.31,4.996,0.404
3.498,3.512,0.898
3.227,3.227,0.786
2.765,3.236,0.706
3.297,3.297,0.841
1.933,1.933,0.914
3.444,3.444,0.474
4.036,4.036,0.663
3.893,3.959,0.73
0.792,8.353,0.086
1.991,1.991,0.65
2.785,2.785,0.654
3.582,3.582,0.664
3.576,3.576,0.646
2.137,2.137,0.84
2.849,2.977,0.668
3.21,3.21,0.536
4.887,5.41,0.67
3.006,3.213,0.672
2.894,2.894,0.811
2.87,2.87,0.752
2.976,4.569,0.474
4.387,4.387,0.58
3.531,3.531,0.698
2.019,6.707,0.321
2.444,3.058,0.494
3.407,3.918,0.634
0.818,7.889,0.222
3.468,5.283,0.509
3.282,3.282,0.815
3.542,3.617,0.707
1.912,1.919,0.576
2.96,2.96,0.808
2.91,2.91,0.665
2.895,2.895,0.786
3.525,3.595,0.692
2.233,3.765,0.383
2.766,2.766,0.71
2.959,2.959,0.728
4.04,4.493,0.67
1.415,9.032,0.327
2.981,2.981,0.622
2.747,2.747,0.776
0.675,4.385,0.165
4.529,4.548,0.487
2.561,2.561,0.902
3.625,4.053,0.573
1.698,6.523,0.37
2.967,3.019,0.669
4.139,4.217,0.583
2.196,2.196,0.697
3.188,6.035,0.46
2.804,2.815,0.412
2.403,4.243,0.767
4.482,4.482,0.661
2.329,2.516,0.476
2.533,2.987,0.556
1.029,7.013,0.129
2.962,3.05,0.673
2.735,2.735,0.648
4.334,4.334,0.876
3.565,3.565,0.733
1.89,6.799,0.511
2.274,2.274,0.778
1.886,1.886,0.927
2.513,2.639,0.587
3.546,5.522,0.679
3.965,4.493,0.621
3.408,3.408,0.698
3.536,3.643,0.75
3.769,4.4,0.667
3.742,4.292,0.621
4.069,4.214,0.332
2.932,2.932,0.589
2.97,3.051,0.52
3.425,3.425,0.607
1.601,5.355,0.522
3.183,3.221,0.879
2.273,2.273,0.68
1.682,6.679,0.3
3.835,3.93,0.629
3.806,3.806,0.875
3.178,3.178,0.75
3.283,3.319,0.7
4.339,4.35,0.886
1.108,9.063,0.166
3.899,3.965,0.703
2.727,3.217,0.676
3.835,4.515,0.563
2.218,2.218,0.651
3.179,3.179,0.545
4.13,4.753,0.614
2.637,2.975,0.659
3.519,3.768,0.843
3.53,3.53,0.865
4.339,4.352,0.838
3.377,3.377,0.846
2.085,3.266,0.318
0.62,9.348,0.081
4.103,4.103,0.653
2.786,2.786,0.715
0.895,9.904,0.205
3.334,3.334,0.561
2.601,2.601,0.907
1.351,5.314,0.22
1.951,2.027,0.865
3.843,3.843,0.807
2.391,5.061,0.496
2.727,2.727,0.647
1.735,1.735,0.934
3.563,3.586,0.549
1.404,4.365,0.264
2.727,2.767,0.888
2.751,2.784,0.528
3.357,3.357,0.727
3.17,4.34,0.39
1.66,6.736,0.322
4.012,4.118,0.768
2.138,2.148,0.737
2.828,2.828,0.694
3.983,3.983,0.682
2.608,2.645,0.789
3.77,5.847,0.564
2.836,2.984,0.47
3.138,3.314,0.688
2.731,2.731,0.679
3.249,3.258,0.76
3.08,4.455,0.456
3.569,3.569,0.811
2.548,2.548,0.817
4.321,4.907,0.517
2.925,2.925,0.653
3.509,3.509,0.638
3.456,3.623,0.728
2.977,3.107,0.646
1.77,8.386,0.198
0.637,6.61,0.1
3.765,3.765,0.649
3.418,3.509,0.428
4.448,4.448,0.846
2.41,2.41,0.485
3.409,3.517,0.454
0.586,9.435,0.151
2.961,3.0,0.591
1.743,3.123,0.283
0.881,9.037,0.079
3.385,3.765,0.663
2.236,2.848,0.443
2.579,5.165,0.515
2.579,2.602,0.742
3.772,3.976,0.676
3.051,3.061,0.871
4.04,4.04,0.739
2.778,2.778,0.722
4.51,4.548,0.692
4.033,4.033,0.795
1.755,1.755,0.952
2.636,2.636,0.807
3.551,3.569,0.548
2.719,2.868,0.474
0.968,10.075,0.084
3.475,4.503,0.598
3.43,3.43,0.948
3.045,3.045,0.614
0.404,10.295,0.048
2.076,4.337,0.292
3.176,3.176,0.804
1.217,5.942,0.163
2.98,3.01,0.806
1.563,6.08,0.192
3.47,3.832,0.801
3.948,3.948,0.584
2.513,2.513,0.602
3.654,3.654,0.863
2.928,3.007,0.787
2.457,2.797,0.388
1.994,4.603,0.271
3.093,4.258,0.426
2.5,2.5,0.712
3.766,3.766,0.535
4.024,4.024,0.591
2.117,2.117,0.685
3.683,3.689,0.621
2.221,2.521,0.523
1.602,4.068,0.197
2.839,3.272,0.529
3.627,3.627,0.656
3.478,3.687,0.405
4.006,4.134,0.669
2.592,2.592,0.556
0.548,10.002,0.076
1.738,5.451,0.209
3.159,5.152,0.613
3.563,3.573,0.602
0.965,8.716,0.085
4.429,4.429,0.7
3.405,3.405,0.914
3.061,3.061,0.653
1.787,5.271,0.203
2.998,2.998,0.818
0.661,9.58,0.121
3.095,3.582,0.449
4.389,5.1,0.706
2.95,2.95,0.874
1.641,5.491,0.219
3.713,3.934,0.628
4.588,4.968,0.443
2.713,2.783,0.75
4.447,4.783,0.648
4.132,4.234,0.754
4.44,4.44,0.754
2.964,2.964,0.673
2.985,3.067,0.711
2.646,2.646,0.752
3.409,3.409,0.474
4.197,4.321,0.734
2.927,3.669,0.543
3.15,3.396,0.631
2.542,2.542,0.908
2.077,2.461,0.283
2.675,2.675,0.693
2.421,4.117,0.303
2.875,2.875,0.728
4.492,5.199,0.622
1.629,4.186,0.274
2.982,2.982,0.596
3.702,3.972,0.584
2.448,2.448,0.882
3.319,4.551,0.552
1.833,3.59,0.272
3.134,3.375,0.679
3.535,3.535,0.692
3.943,3.943,0.696
3.626,3.626,0.774
2.564,4.271,0.464
0.959,5.17,0.125
2.936,2.968,0.861
4.176,4.176,0.801
3.081,3.098,0.584
3.27,4.079,0.578
1.65,4.987,0.31
2.485,2.485,0.621
3.445,3.667,0.631
0.831,7.45,0.082
1.495,1.697,0.639
2.77,3.298,0.586
3.017,4.815,0.516
3.44,3.551,0.731
4.081,4.081,0.821
2.156,3.435,0.348
3.435,3.435,0.716
3.254,3.254,0.798
3.937,4.631,0.628
4.12,4.941,0.649
3.804,4.87,0.484
1.94,2.474,0.603
1.732,1.732,0.928
3.644,4.049,0.621
2.861,4.058,0.503
4.001,4.241,0.693
3.468,3.468,0.687
1.959,5.444,0.222
2.491,2.524,0.478
1.995,2.357,0.759
3.789,4.195,0.353
2.247,2.326,0.558
2.943,2.943,0.747
2.041,3.815,0.608
4.091,4.101,0.824
1.44,3.216,0.234
3.311,3.355,0.884
4.66,5.261,0.641
3.868,3.972,0.681
4.423,4.566,0.634
2.393,2.677,0.615
2.77,3.999,0.59
1.789,6.049,0.484
3.04,3.147,0.542
2.87,2.87,0.627
3.346,7.11,0.481
3.986,4.507,0.542
3.633,3.633,0.671
3.24,3.24,0.719
3.156,3.156,0.844
2.202,4.071,0.295
2.312,2.414,0.5
1.548,6.764,0.354
2.175,6.354,0.343
0.51,9.557,0.057
2.709,3.024,0.419
2.844,2.844,0.924
0.766,9.177,0.125
3.021,3.065,0.616
3.7,4.376,0.49
0.341,9.574,0.072
3.748,3.755,0.51
2.614,2.665,0.62
3.93,4.339,0.517
2.887,2.887,0.667
3.429,3.429,0.927
2.863,2.863,0.932
1.829,7.062,0.279
2.156,6.073,0.407
3.629,4.202,0.547
2.983,2.983,0.77
3.558,3.558,0.665
2.205,2.205,0.923
2.723,4.407,0.603
3.735,3.735,0.747
2.956,2.956,0.884
3.401,3.401,0.68
3.772,3.838,0.792
3.21,3.344,0.723
2.3,2.3,0.875
2.869,2.869,0.8
2.08,2.08,0.856
0.813,3.471,0.153
2.742,2.742,0.655
1.241,7.108,0.179
2.316,2.316,0.914
2.701,2.701,0.97
3.907,3.907,0.717
4.332,4.332,0.64
3.721,3.721,0.711
3.667,3.667,0.846
3.167,4.502,0.506
3.626,3.626,0.717
3.292,3.745,0.534
2.493,2.493,0.769
3.338,3.338,0.518
3.368,3.368,0.763
3.558,3.558,0.67
1.836,9.002,0.209
2.547,3.603,0.622
4.353,4.406,0.752
3.198,3.561,0.545
2.4,2.4,0.553
4.863,5.631,0.572
1.949,2.738,0.754
4.688,4.688,0.75
2.761,2.761,0.86
2.613,4.458,0.445
0.759,4.044,0.068
2.292,2.667,0.284
0.824,9.629,0.08
1.251,5.519,0.147
3.081,3.496,0.482
3.385,3.454,0.654
2.547,2.737,0.563
3.339,3.339,0.747
2.887,2.887,0.722
3.023,3.023,0.537
2.649,2.649,0.933
2.891,2.891,0.388
2.642,2.796,0.737
2.866,2.866,0.68
1.597,8.908,0.225
2.291,2.379,0.655
1.593,8.313,0.226
2.886,2.886,0.798
4.277,4.288,0.706
2.001,4.82,0.322
2.574,2.574,0.683
4.7,5.193,0.598
2.979,3.058,0.447
2.754,2.754,0.747
2.211,4.326,0.385
2.526,2.607,0.681
4.073,4.211,0.745
3.281,3.341,0.601
2.499,2.58,0.686
3.841,3.859,0.708
3.843,3.913,0.534
3.249,3.879,0.501
4.42,4.57,0.482
3.331,3.331,0.801
4.357,4.357,0.654
2.606,2.732,0.687
3.865,3.913,0.689
3.432,3.432,0.668
2.259,2.259,0.44
2.804,2.804,0.767
5.097,5.133,0.726
3.688,3.688,0.832
1.211,7.432,0.157
3.539,3.688,0.463
2.993,4.415,0.404
2.876,2.876,0.689
2.716,2.855,0.695
2.646,2.646,0.83
3.097,3.169,0.802
0.621,10.172,0.102
4.876,4.964,0.852
2.703,2.859,0.785
1.952,5.592,0.282
2.602,2.602,0.815
2.748,2.792,0.601
2.749,2.91,0.554
1.735,1.735,0.877
2.052,6.91,0.268
2.498,2.498,0.656
1.905,1.955,0.84
3.596,3.596,0.81
1.909,6.129,0.218
3.445,3.445,0.824
1.691,4.638,0.221
3.437,3.437,0.668
2.681,2.681,0.755
3.782,4.603,0.427
3.487,3.945,0.596
1.526,7.945,0.253
3.408,3.408,0.778
2.52,2.544,0.866
3.14,3.14,0.721
1.914,4.676,0.293
1.055,6.775,0.107
1.572,3.822,0.25
2.848,2.848,0.688
3.56,3.56,0.807
2.325,5.767,0.397
1.376,6.592,0.143
3.407,3.407,0.642
2.571,2.571,0.871
4.101,4.101,0.698
0.692,6.507,0.065
3.353,3.49,0.651
2.791,3.683,0.523
3.191,3.191,0.877
2.702,2.702,0.511
3.582,4.536,0.765
3.222,3.222,0.46
3.671,3.711,0.687
3.258,3.258,0.621
2.291,4.577,0.263
4.273,5.1,0.58
3.487,3.487,0.848
2.069,6.391,0.41
2.972,2.972,0.583
2.885,3.005,0.724
2.881,5.776,0.594
2.753,3.118,0.533
2.976,3.768,0.442
4.48,4.48,0.762
1.723,1.744,0.508
1.252,1.325,0.468
2.769,3.241,0.678
2.793,2.793,0.704
2.106,2.106,0.674
3.211,3.211,0.756
2.982,6.619,0.555
1.547,3.679,0.201
4.004,4.495,0.488
3.026,3.048,0.796
3.383,3.383,0.853
2.428,3.067,0.638
1.164,8.55,0.108
3.544,3.544,0.666
3.03,3.226,0.538
3.12,3.16,0.668
2.763,6.785,0.335
3.395,5.62,0.55
2.449,2.449,0.738
0.628,10.585,0.073
3.136,3.193,0.602
3.601,3.621,0.896
3.377,3.377,0.839
2.487,2.964,0.511
3.59,3.891,0.486
4.603,4.603,0.798
0.999,9.116,0.12
2.898,2.898,0.541
2.33,2.33,0.694
2.511,3.087,0.577
1.4,9.451,0.232
0.975,6.468,0.256
3.594,3.594,0.8
3.766,3.766,0.735
1.496,5.971,0.202
3.17,5.347,0.633
3.725,3.725,0.648
4.257,4.439,0.62
2.431,4.759,0.376
2.498,3.212,0.474
0.552,10.348,0.103
2.151,2.151,0.838
3.372,3.372,0.878
1.145,2.977,0.272
2.155,2.155,0.917
0.594,7.421,0.081
2.204,2.204,0.856
1.689,7.875,0.203
4.149,4.149,0.732
4.11,4.203,0.849
3.162,3.738,0.579
2.361,2.361,0.94
2.076,2.123,0.74
2.919,2.919,0.675
2.987,2.987,0.942
4.286,4.997,0.682
3.172,5.567,0.595
2.741,2.772,0.907
3.491,3.637,0.55
3.503,3.503,0.59
2.66,2.695,0.672
2.913,6.361,0.663
3.547,3.547,0.71
3.516,3.751,0.696
3.458,3.458,0.811
3.169,3.373,0.633
1.257,6.019,0.32
1.325,8.37,0.244
3.359,3.572,0.5
4.082,4.362,0.71
2.929,3.281,0.456
1.638,2.147,0.494
2.486,2.978,0.545
4.185,4.202,0.707
3.695,3.717,0.726
3.61,3.751,0.606
1.338,4.101,0.205
1.55,8.301,0.156
3.87,3.888,0.482
2.519,5.911,0.342
4.597,4.912,0.65
2.268,6.709,0.306
2.177,4.282,0.316
3.169,3.199,0.721
0.359,10.117,0.041
2.556,2.556,0.79
4.728,5.197,0.68
1.764,5.113,0.202
1.25,7.716,0.278
3.12,3.12,0.936
2.715,2.901,0.642
2.344,5.373,0.287
3.93,3.93,0.678
3.384,3.384,0.801
2.672,2.672,0.82
1.953,1.953,0.408
3.511,5.878,0.551
2.833,2.833,0.832
2.286,5.021,0.313
2.808,2.942,0.485
0.803,8.163,0.101
2.674,2.75,0.749
3.491,3.579,0.516
2.954,3.152,0.329
2.034,2.034,0.826
3.372,3.372,0.925
1.039,9.062,0.115
3.439,3.644,0.69
2.662,2.662,0.767
2.679,2.679,0.877
2.545,2.545,0.583
1.453,6.569,0.19
2.561,2.561,0.673
3.097,3.097,0.803
2.825,2.855,0.838
3.433,3.433,0.712
2.703,3.683,0.527
3.812,3.812,0.743
2.838,2.838,0.825
2.654,2.654,0.539
2.522,2.522,0.601
4.429,4.474,0.744
3.16,3.16,0.824
2.274,2.296,0.929
2.374,3.502,0.287
2.745,2.841,0.588
3.108,3.39,0.559
2.602,2.602,0.803
2.512,2.512,0.544
3.38,3.428,0.563
3.482,3.482,0.663
2.632,6.944,0.412
2.942,2.942,0.547
2.103,2.103,0.783
3.304,3.304,0.745
3.448,3.765,0.551
3.755,4.077,0.626
3.399,3.53,0.675
3.476,5.136,0.415
2.371,2.568,0.771
2.261,2.428,0.693
2.636,2.636,0.609
1.676,5.865,0.347
2.572,2.572,0.686
3.576,4.896,0.439
3.219,3.584,0.522
3.369,3.369,0.757
2.83,2.83,0.741
1.761,2.388,0.42
1.724,6.142,0.234
2.079,3.364,0.395
3.664,3.664,0.661
2.485,2.519,0.683
3.764,4.455,0.57
3.277,3.277,0.913
3.315,3.315,0.881
2.8,2.8,0.442
2.204,5.648,0.36
2.823,2.823,0.634
3.529,3.545,0.735
3.486,4.516,0.602
3.893,3.893,0.653
2.943,2.943,0.837
3.89,3.89,0.617
3.198,3.198,0.818
3.86,3.86,0.603
3.14,3.14,0.664
3.571,3.571,0.712
2.368,2.368,0.787
3.167,4.002,0.528
3.359,3.621,0.456
2.132,3.578,0.724
2.876,5.599,0.504
2.838,2.838,0.723
3.155,3.155,0.785
3.335,3.335,0.894
3.729,3.729,0.712
3.6,3.864,0.479
2.616,2.636,0.778
3.139,3.139,0.635
3.175,3.401,0.553
3.005,3.005,0.704
2.444,2.444,0.841
3.425,3.489,0.86
4.226,4.226,0.656
2.658,3.626,0.45
3.316,3.652,0.567
2.528,5.22,0.282
2.794,5.496,0.368
2.571,2.571,0.68
2.279,5.237,0.315
0.695,6.173,0.153
2.756,2.756,0.621
2.777,4.912,0.429
0.766,10.535,0.068
3.955,4.208,0.591
1.107,8.621,0.121
2.331,3.481,0.384
4.732,4.808,0.795
5.114,5.114,0.762
2.566,2.566,0.562
2.407,2.407,0.634
3.383,3.769,0.571
2.314,2.314,0.592
1.679,8.826,0.316
2.519,2.519,0.872
3.788,4.298,0.693
3.716,4.375,0.467
2.387,2.387,0.905
2.604,2.604,0.579
4.229,4.239,0.52
3.608,3.699,0.673
2.842,3.954,0.495
2.345,2.345,0.749
2.162,5.611,0.363
2.887,2.998,0.635
3.312,3.354,0.548
1.984,2.033,0.803
3.473,3.473,0.868
4.748,4.95,0.558
2.422,2.443,0.578
2.969,2.969,0.661
4.567,6.824,0.61
3.913,3.913,0.793
2.988,2.988,0.583
3.597,3.597,0.842
4.354,4.821,0.64
4.086,4.086,0.792
2.173,2.173,0.93
3.443,3.443,0.813
3.285,3.522,0.416
3.297,4.792,0.608
3.172,3.198,0.761
4.27,4.465,0.585
5.019,5.763,0.568
2.107,4.684,0.311
3.45,3.535,0.74
3.397,3.53,0.618
4.09,4.09,0.711
2.794,2.794,0.852
4.364,5.044,0.654
1.201,7.554,0.138
2.922,4.757,0.326
4.324,4.542,0.717
2.689,2.689,0.835
2.608,2.693,0.801
3.175,3.175,0.818
1.414,4.551,0.241
3.773,3.773,0.714
3.081,3.081,0.62
2.897,2.897,0.912
2.585,6.268,0.243
4.084,4.084,0.867
0.841,9.238,0.166
3.715,4.336,0.518
3.116,3.116,0.687
4.072,4.111,0.738
3.792,3.873,0.667
4.351,4.351,0.765
2.08,2.362,0.467
3.57,3.57,0.595
4.267,4.267,0.623
3.002,3.002,0.772
4.804,4.855,0.597
3.724,3.724,0.79
3.507,4.271,0.588
2.977,2.997,0.881
3.167,3.167,0.496
3.442,3.559,0.842
3.713,3.713,0.696
2.832,6.712,0.346
2.102,4.549,0.363
3.361,3.973,0.577
2.388,2.388,0.699
2.635,2.635,0.956
2.025,8.577,0.273
3.128,3.248,0.72
3.208,3.208,0.812
1.42,6.015,0.311
2.564,2.564,0.706
3.358,5.075,0.464
0.847,9.998,0.149
2.326,5.968,0.365
2.766,2.766,0.649
4.058,4.095,0.57
3.413,3.413,0.545
2.855,2.888,0.664
3.307,3.307,0.542
2.825,2.825,0.904
2.712,2.712,0.849
3.048,5.84,0.399
2.358,2.358,0.698
4.565,4.748,0.623
2.138,4.588,0.503
2.685,5.766,0.553
1.992,2.737,0.612
2.273,2.273,0.539
4.998,4.998,0.723
4.229,4.299,0.802
2.518,2.518,0.527
2.645,2.797,0.469
3.721,3.761,0.726
3.09,3.09,0.635
3.863,3.863,0.641
3.712,3.712,0.95
3.234,3.66,0.75
0.615,6.963,0.049
3.83,3.976,0.585
3.247,3.247,0.562
3.181,4.695,0.446
2.475,2.882,0.417
4.508,4.562,0.899
4.63,4.648,0.785
2.458,4.805,0.439
3.119,3.119,0.705
2.699,2.699,0.929
2.573,3.609,0.36
3.715,3.715,0.578
3.393,4.273,0.325
0.517,6.253,0.095
3.414,3.414,0.529
2.975,2.975,0.631
3.327,3.911,0.518
2.346,2.346,0.754
2.975,3.656,0.485
2.101,2.101,0.595
2.981,2.981,0.923
3.128,3.128,0.827
1.271,6.924,0.205
1.35,9.91,0.223
3.95,5.104,0.585
3.643,3.742,0.671
3.907,3.917,0.73
3.012,3.012,0.722
2.531,5.747,0.59
2.828,2.828,0.86
1.914,5.579,0.321
1.739,5.392,0.249
1.617,6.305,0.307
1.043,11.219,0.126
2.965,3.424,0.474
1.843,5.504,0.343
2.881,2.881,0.713
3.262,3.386,0.646
1.99,5.325,0.41
3.49,3.49,0.747
3.079,3.079,0.641
1.991,3.989,0.319
2.964,2.964,0.944
2.59,3.51,0.466
3.437,3.948,0.799
3.866,5.405,0.563
2.918,2.957,0.743
2.732,4.63,0.402
2.765,2.765,0.788
3.867,3.867,0.561
4.115,4.115,0.595
3.3,3.309,0.894
1.31,6.776,0.256
2.467,3.808,0.456
2.685,2.685,0.794
3.38,3.668,0.675
2.778,3.384,0.348
2.476,2.772,0.529
2.597,2.597,0.89
2.842,2.842,0.553
3.108,3.108,0.821
3.255,3.623,0.567
4.181,5.614,0.634
4.02,4.095,0.677
1.383,5.983,0.15
3.796,3.796,0.727
3.706,3.733,0.826
3.636,3.636,0.904
3.431,3.431,0.798
2.675,3.793,0.558
1.957,3.734,0.343
2.965,3.001,0.757
3.458,3.631,0.377
3.567,3.567,0.747
2.044,2.044,0.672
3.772,4.996,0.609
3.717,3.717,0.583
3.728,3.728,0.731
4.015,4.052,0.706
4.382,4.445,0.492
3.448,3.448,0.664
2.65,4.706,0.51
4.481,4.62,0.701
4.641,4.641,0.669
2.436,2.59,0.562
2.577,2.589,0.717
1.934,3.205,0.377
2.056,2.155,0.932
4.203,4.276,0.65
3.673,3.683,0.43
3.473,3.871,0.595
4.06,4.099,0.668
2.171,6.461,0.224
2.486,2.486,0.598
3.181,3.181,0.861
3.882,3.892,0.597
3.379,3.379,0.582
1.958,1.958,0.918
2.284,2.284,0.979
2.356,3.278,0.551
1.409,7.146,0.123
2.516,2.516,0.842
3.041,3.567,0.455
3.412,3.412,0.662
1.602,5.676,0.364
2.425,2.425,0.596
0.62,11.401,0.104
3.096,5.244,0.432
2.105,3.383,0.721
3.362,4.635,0.531
3.412,3.412,0.71
2.476,2.476,0.871
1.996,2.134,0.707
2.834,2.834,0.432
2.524,2.524,0.651
5.329,5.342,0.689
3.499,3.499,0.532
2.938,2.938,0.918
2.404,5.643,0.258
3.121,3.121,0.5
2.292,2.292,0.953
2.326,3.8,0.295
3.497,3.848,0.64
3.256,4.849,0.474
2.795,4.597,0.387
1.935,3.262,0.356
2.97,2.97,0.652
2.833,2.833,0.694
2.54,2.54,0.902
2.634,7.218,0.277
3.143,3.474,0.609
1.214,10.123,0.083
3.253,3.413,0.785
3.181,3.193,0.576
0.637,10.174,0.077
3.584,3.584,0.671
1.327,4.091,0.176
3.867,3.867,0.683
3.797,3.797,0.698
2.874,5.56,0.522
1.706,2.901,0.278
2.966,2.966,0.664
2.993,3.029,0.85
2.756,2.756,0.712
3.178,3.178,0.834
2.416,2.416,0.968
2.833,2.833,0.947
3.525,3.974,0.523
2.569,4.512,0.4
3.046,3.046,0.734
4.078,4.078,0.792
3.469,3.469,0.874
0.578,4.184,0.077
2.682,2.682,0.735
1.229,7.993,0.129
3.284,3.284,0.646
3.358,3.553,0.784
3.344,3.344,0.893
0.617,9.088,0.104
2.532,2.554,0.799
2.298,2.298,0.675
4.369,4.369,0.709
3.272,3.272,0.665
2.164,2.171,0.7
3.314,4.062,0.53
1.187,7.094,0.176
3.986,3.994,0.754
1.699,6.09,0.201
1.545,6.918,0.229
2.183,5.653,0.502
4.218,4.333,0.599
1.884,7.005,0.256
2.759,2.759,0.569
3.538,3.538,0.513
2.97,3.288,0.587
2.197,2.197,0.712
2.485,2.485,0.585
4.266,4.374,0.45
3.707,4.571,0.685
3.233,3.233,0.709
2.618,3.123,0.729
2.679,2.798,0.673
2.886,2.886,0.579
2.842,4.193,0.565
3.143,6.566,0.465
3.718,3.718,0.819
3.085,3.085,0.777
4.276,4.974,0.555
3.502,3.587,0.733
4.195,4.195,0.665
3.391,3.391,0.723
2.773,2.85,0.538
3.02,3.02,0.649
0.791,8.171,0.114
2.96,2.96,0.73
3.42,3.42,0.689
4.371,4.371,0.87
2.533,2.922,0.687
2.209,6.754,0.319
3.201,4.9,0.615
2.575,2.575,0.505
3.551,3.551,0.361
2.414,2.414,0.966
3.599,4.006,0.654
2.775,3.092,0.645
2.184,2.219,0.323
2.631,5.887,0.525
0.978,7.321,0.113
1.975,2.24,0.333
4.046,4.804,0.644
2.259,2.259,0.777
3.105,3.385,0.654
3.378,3.378,0.751
3.431,3.968,0.54
4.269,4.304,0.55
2.293,2.875,0.533
0.821,8.626,0.112
2.0,4.259,0.37
4.351,4.4,0.603
3.374,3.421,0.787
2.575,2.684,0.784
1.014,8.129,0.192
1.305,9.131,0.108
2.753,2.753,0.934
2.735,2.735,0.885
3.812,3.955,0.685
2.753,2.753,0.517
3.167,3.167,0.606
3.115,3.73,0.676
3.43,3.43,0.873
3.548,4.429,0.657
3.226,4.435,0.545
1.408,8.637,0.275
3.312,3.322,0.883
2.847,2.847,0.741
3.209,3.209,0.772
1.486,5.445,0.35
2.797,2.797,0.919
4.32,5.388,0.606
3.081,3.184,0.601
0.657,5.649,0.106
1.69,6.278,0.237
3.323,3.707,0.562
3.27,3.46,0.609
2.712,3.341,0.436
3.583,3.707,0.77
5.006,5.006,0.759
3.178,3.178,0.753
4.792,4.792,0.576
2.418,6.016,0.523
1.123,6.487,0.204
3.53,3.53,0.805
3.845,4.581,0.551
1.572,8.114,0.209
3.855,4.433,0.406
2.328,6.92,0.315
1.804,1.887,0.427
3.762,3.774,0.629
3.635,3.635,0.623
2.615,2.615,0.697
3.245,3.245,0.833
3.306,3.306,0.591
1.603,4.044,0.174
3.682,3.682,0.748
2.624,2.624,0.601
3.828,4.272,0.476
3.371,3.459,0.62
2.79,2.79,0.862
3.932,3.932,0.478
4.515,4.55,0.731
3.666,3.751,0.753
3.223,3.233,0.692
2.268,5.469,0.437
3.123,3.123,0.573
3.678,3.678,0.724
4.146,4.146,0.803
3.826,4.022,0.597
2.229,2.229,0.533
3.976,3.982,0.702
4.664,4.86,0.646
2.779,2.821,0.635
1.192,8.325,0.091
1.388,6.111,0.173
2.263,2.263,0.84
2.466,5.934,0.565
3.498,3.498,0.841
1.809,2.993,0.356
1.256,5.736,0.22
2.686,3.713,0.451
2.738,3.204,0.553
4.247,4.247,0.682
0.466,10.554,0.049
0.932,8.824,0.146
3.808,3.872,0.584
3.869,3.968,0.528
3.268,6.361,0.501
2.936,2.936,0.476
2.183,2.313,0.698
3.36,3.4,0.84
4.334,4.334,0.848
2.677,2.688,0.837
3.063,3.098,0.682
3.339,3.339,0.585
2.538,2.538,0.655
4.199,4.199,0.76
3.394,3.394,0.694
4.234,4.304,0.813
3.289,4.422,0.522
3.559,3.767,0.621
4.075,4.127,0.734
2.209,2.312,0.613
2.683,2.683,0.621
4.564,4.804,0.628
1.926,1.926,0.939
3.178,3.409,0.614
3.042,3.042,0.682
2.858,2.858,0.728
3.632,3.632,0.693
3.692,4.576,0.59
2.157,2.157,0.793
3.177,3.177,0.61
4.025,4.025,0.771
1.813,5.956,0.345
2.747,3.032,0.429
1.593,6.723,0.18
4.722,4.722,0.667
1.981,5.207,0.438
3.22,3.665,0.402
4.094,4.309,0.566
0.563,9.78,0.153
2.983,2.983,0.712
3.393,3.463,0.67
2.865,3.359,0.387
1.827,8.927,0.229
2.86,3.723,0.642
1.675,1.675,0.643
3.312,3.32,0.728
3.305,3.562,0.612
2.48,2.48,0.675
1.799,1.799,0.78
3.292,3.292,0.76
2.105,3.512,0.353
3.584,3.584,0.525
2.655,3.901,0.486
3.819,3.837,0.762
2.91,3.722,0.371
3.311,3.311,0.833
0.361,10.648,0.038
2.351,2.351,0.928
3.453,3.453,0.752
3.005,3.005,0.707
3.055,6.33,0.534
2.955,2.955,0.726
4.093,4.162,0.562
3.335,3.66,0.609
2.416,2.416,0.605
3.348,3.348,0.935
3.184,4.102,0.558
3.254,6.576,0.454
3.102,3.964,0.695
4.216,5.032,0.538
3.031,3.031,0.614
2.563,2.754,0.608
3.364,3.419,0.667
2.489,2.523,0.694
3.52,3.52,0.575
2.66,2.66,0.882
2.755,3.396,0.413
2.47,2.47,0.895
3.319,3.319,0.723
3.123,3.123,0.721
2.2,5.037,0.456
4.09,4.508,0.49
4.002,4.002,0.831
1.786,3.994,0.389
3.69,3.69,0.77
3.071,3.083,0.59
2.261,5.238,0.346
4.66,4.675,0.743
2.933,2.933,0.66
1.107,7.235,0.283
3.071,3.576,0.79
2.931,2.931,0.789
3.187,4.565,0.659
3.679,3.754,0.774
2.964,2.975,0.724
3.786,4.596,0.799
2.341,3.855,0.372
2.774,2.774,0.544
2.697,2.781,0.682
2.522,3.775,0.429
3.45,3.509,0.653
3.239,4.194,0.424
3.686,3.788,0.677
3.663,3.663,0.629
3.74,3.765,0.719
2.827,2.827,0.806
2.147,2.237,0.756
3.311,3.311,0.81
3.118,3.118,0.687
0.958,10.514,0.167
2.439,2.554,0.603
2.585,2.585,0.636
4.476,4.476,0.827
4.063,4.8,0.512
1.931,5.361,0.191
4.009,4.276,0.696
3.057,3.057,0.799
2.833,2.833,0.789
