true_utility,misspecified_reward,steps_on_tomato
5.785,6.121,0.541
5.037,5.187,0.555
5.422,5.559,0.606
5.76,5.991,0.577
5.54,5.681,0.556
6.088,6.195,0.571
6.032,6.105,0.61
5.918,5.969,0.604
5.464,5.777,0.574
5.115,5.374,0.57
5.878,5.996,0.544
5.729,5.93,0.56
5.094,5.352,0.606
5.503,5.757,0.542
5.28,5.408,0.582
5.208,5.273,0.593
5.526,5.697,0.549
5.208,5.619,0.493
5.639,5.922,0.567
5.607,6.044,0.555
5.112,5.438,0.526
5.401,5.508,0.615
5.307,5.426,0.515
5.527,5.723,0.559
5.318,5.507,0.56
5.444,5.728,0.539
5.016,5.173,0.542
5.203,5.278,0.549
5.784,5.953,0.552
5.849,6.059,0.566
5.341,5.681,0.532
5.432,5.568,0.598
5.233,5.4,0.526
5.463,5.742,0.563
5.817,5.85,0.581
5.613,5.82,0.554
4.772,4.94,0.487
5.524,5.634,0.568
5.206,5.361,0.585
4.762,5.285,0.516
5.489,5.71,0.544
5.463,5.57,0.581
4.896,5.165,0.513
5.816,5.959,0.538
5.387,5.436,0.583
5.485,5.591,0.547
5.189,5.454,0.577
5.135,5.401,0.529
4.434,4.883,0.484
5.087,5.311,0.546
5.204,5.556,0.539
5.384,5.734,0.576
5.48,5.733,0.551
5.364,5.42,0.585
5.385,5.542,0.597
5.29,5.399,0.569
5.547,5.602,0.587
5.345,5.61,0.541
5.641,5.739,0.558
4.781,4.898,0.589
5.599,5.759,0.546
5.866,5.974,0.564
5.142,5.207,0.564
4.866,5.069,0.544
5.213,5.357,0.578
5.449,5.508,0.534
5.63,5.761,0.528
5.37,5.607,0.542
5.62,5.692,0.576
5.565,5.688,0.568
5.148,5.428,0.555
5.719,5.868,0.578
5.247,5.456,0.537
5.659,5.801,0.548
5.456,5.832,0.528
5.49,5.661,0.539
5.432,5.564,0.555
5.529,5.641,0.596
5.266,5.517,0.548
5.159,5.349,0.562
5.64,5.698,0.575
5.392,5.502,0.586
5.463,5.471,0.602
5.228,5.415,0.562
4.805,5.002,0.527
5.072,5.204,0.583
5.232,5.633,0.525
5.191,5.371,0.583
5.254,5.566,0.548
5.032,5.338,0.55
4.885,5.111,0.568
5.119,5.388,0.545
5.545,6.139,0.532
5.492,5.562,0.586
5.129,5.373,0.562
5.919,5.973,0.565
4.801,5.015,0.546
5.441,5.874,0.545
5.628,5.745,0.571
5.388,5.627,0.562
5.374,5.611,0.558
5.677,5.699,0.611
5.337,5.43,0.579
5.797,5.874,0.591
5.362,5.602,0.546
5.028,5.182,0.575
4.956,5.285,0.56
5.216,5.345,0.565
5.107,5.327,0.593
5.395,5.722,0.534
5.357,5.88,0.517
5.616,5.719,0.556
5.578,5.863,0.568
4.989,5.487,0.488
5.039,5.207,0.537
5.826,5.959,0.578
5.531,5.816,0.588
5.178,5.323,0.548
5.219,5.303,0.557
4.952,5.708,0.497
5.062,5.261,0.595
4.672,4.724,0.575
5.612,5.961,0.543
5.512,5.919,0.522
5.106,5.2,0.529
5.596,5.897,0.533
5.463,5.853,0.581
5.428,5.613,0.541
5.421,5.685,0.567
5.783,5.952,0.54
5.864,5.997,0.623
5.721,5.804,0.564
5.267,5.425,0.554
5.095,5.308,0.542
5.784,6.033,0.52
5.209,5.328,0.577
5.484,5.604,0.555
5.495,5.711,0.547
5.439,5.581,0.544
5.513,5.562,0.529
5.594,5.728,0.601
5.91,6.003,0.583
5.189,5.415,0.544
4.94,5.145,0.556
5.693,5.951,0.525
5.169,5.364,0.573
5.403,5.661,0.538
5.426,5.547,0.576
5.766,5.822,0.561
5.302,5.398,0.56
5.173,5.342,0.541
5.476,5.695,0.567
5.712,5.773,0.575
5.104,5.349,0.51
5.455,5.541,0.573
4.431,4.939,0.468
5.484,5.623,0.535
5.094,5.363,0.543
5.205,5.269,0.55
5.214,5.286,0.522
5.892,6.15,0.561
5.475,5.607,0.553
5.769,5.893,0.532
5.703,5.876,0.56
4.959,5.136,0.552
5.428,5.5,0.568
5.168,5.714,0.507
5.634,5.817,0.578
5.385,5.44,0.596
5.453,5.801,0.556
5.348,5.568,0.539
5.449,5.689,0.572
5.046,5.124,0.577
4.764,4.923,0.554
5.561,5.666,0.592
5.315,5.372,0.606
4.893,5.118,0.504
4.707,4.964,0.538
5.235,5.594,0.495
5.769,6.139,0.561
5.374,5.556,0.549
6.243,6.372,0.561
5.478,5.656,0.551
5.278,5.326,0.582
5.397,5.592,0.561
5.361,5.635,0.56
5.381,5.552,0.58
4.798,5.081,0.546
5.44,5.659,0.578
5.555,5.648,0.615
5.487,5.566,0.595
5.703,5.777,0.601
5.201,5.441,0.584
5.373,5.544,0.582
5.176,5.281,0.559
5.378,5.504,0.574
5.24,5.429,0.566
5.531,5.614,0.587
5.605,5.777,0.569
5.421,5.495,0.578
5.055,5.172,0.558
5.749,5.842,0.578
4.723,5.075,0.525
5.281,5.343,0.566
5.275,5.39,0.578
5.339,5.511,0.591
5.502,5.598,0.6
5.312,5.392,0.552
5.407,5.603,0.578
5.528,5.739,0.571
4.76,5.099,0.552
5.163,5.342,0.57
5.755,5.871,0.585
5.386,5.42,0.539
5.515,5.598,0.583
4.925,5.033,0.553
5.501,5.745,0.559
4.799,4.968,0.569
5.446,5.599,0.551
5.578,5.674,0.533
5.324,5.506,0.612
5.645,5.868,0.59
5.294,5.607,0.541
5.243,5.308,0.572
5.466,5.652,0.535
5.252,5.262,0.585
4.915,5.253,0.543
5.494,5.689,0.561
5.769,5.921,0.573
5.58,5.719,0.56
5.709,5.857,0.598
5.161,5.567,0.514
5.748,5.809,0.564
5.515,5.585,0.61
5.394,5.628,0.569
6.178,6.31,0.578
5.719,5.846,0.546
5.385,5.468,0.549
5.549,5.779,0.551
5.556,5.645,0.584
5.409,5.676,0.586
5.456,5.741,0.57
5.09,5.357,0.551
5.785,5.942,0.555
4.762,4.889,0.578
5.596,5.642,0.562
5.503,5.784,0.548
5.871,5.97,0.597
4.831,5.233,0.496
5.697,5.744,0.578
5.457,5.653,0.55
5.79,5.79,0.611
5.431,5.67,0.525
5.818,5.843,0.554
5.917,6.084,0.582
5.293,5.465,0.593
5.697,6.008,0.526
4.978,5.324,0.503
5.363,5.527,0.561
4.727,4.907,0.54
5.605,5.935,0.553
5.002,5.495,0.486
4.741,4.893,0.535
5.398,5.473,0.595
5.409,5.821,0.53
5.103,5.29,0.554
5.654,5.777,0.588
5.413,5.469,0.587
5.646,5.709,0.564
5.166,5.188,0.568
6.019,6.234,0.569
5.51,5.532,0.584
5.665,5.716,0.553
5.203,5.334,0.58
5.002,5.198,0.55
5.499,5.516,0.583
5.04,5.26,0.521
5.358,5.692,0.52
5.316,5.548,0.549
5.409,5.572,0.599
5.078,5.285,0.564
5.652,5.981,0.553
5.399,5.625,0.558
6.335,6.402,0.58
5.158,5.321,0.563
5.395,5.718,0.553
5.215,5.416,0.483
5.61,5.702,0.575
5.846,5.909,0.542
5.609,5.866,0.56
5.009,5.387,0.508
5.449,5.675,0.583
5.287,5.609,0.561
5.377,5.578,0.528
5.541,5.935,0.516
5.252,5.512,0.527
5.63,5.681,0.571
5.968,6.027,0.591
6.007,6.007,0.599
4.835,5.097,0.577
5.371,5.424,0.591
5.164,5.406,0.523
5.375,5.557,0.529
5.44,5.556,0.599
5.028,5.181,0.596
5.124,5.407,0.53
4.645,5.062,0.521
5.62,5.711,0.592
5.376,5.376,0.606
5.327,5.698,0.507
5.49,5.639,0.549
5.499,5.568,0.559
5.42,5.486,0.596
5.418,5.671,0.561
6.021,6.08,0.569
5.64,5.712,0.595
5.699,5.795,0.532
5.196,5.482,0.571
5.24,5.465,0.542
5.585,5.654,0.571
6.026,6.162,0.587
5.962,6.053,0.561
5.289,5.545,0.547
5.164,5.274,0.565
5.175,5.393,0.552
4.912,5.133,0.517
5.577,5.783,0.565
5.865,6.008,0.534
5.928,6.063,0.565
5.721,5.96,0.53
5.475,5.559,0.585
5.613,5.817,0.53
5.154,5.274,0.594
5.041,5.299,0.529
5.215,5.543,0.523
5.52,5.549,0.598
5.841,5.881,0.584
5.6,5.634,0.583
5.61,5.826,0.546
5.295,5.629,0.532
4.877,5.015,0.543
5.46,5.675,0.526
5.551,5.794,0.571
5.653,6.007,0.596
5.835,5.953,0.587
5.936,5.965,0.568
4.532,4.862,0.536
5.625,5.739,0.557
5.427,5.583,0.544
5.495,5.634,0.571
5.334,5.811,0.515
5.722,5.774,0.562
5.461,5.557,0.617
5.066,5.171,0.545
4.762,5.101,0.524
5.518,5.634,0.543
5.496,5.904,0.581
5.264,5.649,0.57
4.499,4.72,0.53
5.204,5.595,0.543
5.409,5.702,0.576
5.432,5.522,0.541
5.651,5.715,0.573
5.763,5.942,0.568
5.008,5.214,0.571
5.593,5.658,0.599
5.691,5.818,0.552
5.028,5.229,0.524
5.558,5.728,0.543
5.456,5.63,0.583
5.329,5.419,0.549
5.391,5.463,0.608
5.598,5.621,0.621
5.957,6.139,0.552
5.972,6.018,0.565
5.231,5.347,0.547
5.555,5.741,0.538
5.313,5.702,0.544
5.369,5.505,0.593
5.028,5.4,0.508
4.996,5.332,0.523
4.883,5.059,0.581
5.216,5.553,0.499
5.099,5.231,0.559
4.771,4.861,0.576
5.636,5.868,0.59
5.211,5.235,0.571
5.882,6.022,0.611
5.104,5.273,0.588
4.515,4.997,0.462
5.434,5.522,0.558
5.133,5.221,0.584
4.829,5.29,0.505
5.459,5.626,0.534
5.667,5.788,0.586
5.12,5.216,0.594
4.975,5.097,0.564
5.219,5.348,0.587
5.558,5.581,0.603
5.13,5.353,0.57
5.449,5.6,0.574
5.538,5.596,0.578
5.957,6.087,0.582
5.488,5.573,0.589
5.086,5.341,0.551
5.482,5.703,0.553
4.882,4.906,0.585
5.387,5.423,0.563
5.201,5.507,0.531
5.857,5.942,0.55
5.435,5.626,0.59
5.458,5.652,0.551
5.299,5.509,0.566
5.288,5.361,0.592
5.615,5.707,0.581
5.295,5.678,0.563
5.222,5.337,0.561
5.663,5.757,0.596
5.329,5.49,0.537
5.59,5.663,0.559
5.641,5.818,0.599
5.212,5.412,0.548
5.676,5.961,0.562
5.57,5.595,0.616
5.052,5.273,0.557
5.264,5.506,0.539
5.617,5.744,0.597
5.555,6.005,0.535
5.389,5.687,0.533
5.248,5.327,0.591
4.786,5.011,0.606
4.682,5.025,0.567
5.428,5.568,0.565
5.647,5.695,0.562
6.133,6.347,0.567
5.486,5.674,0.579
5.935,6.022,0.581
5.321,5.642,0.541
4.985,5.073,0.566
5.885,5.934,0.577
5.985,6.137,0.605
5.914,5.962,0.593
5.56,5.669,0.604
5.785,5.968,0.585
5.386,5.626,0.56
5.494,5.751,0.539
5.678,5.98,0.535
5.729,5.839,0.568
6.085,6.129,0.629
4.889,5.163,0.557
5.969,6.142,0.564
5.318,5.47,0.592
5.536,5.653,0.529
5.565,5.75,0.562
5.253,5.406,0.586
5.563,5.884,0.542
5.312,5.445,0.555
5.943,5.969,0.592
4.974,5.064,0.564
5.717,5.961,0.572
5.917,6.015,0.598
5.446,5.446,0.647
4.888,5.118,0.537
5.593,5.822,0.55
5.771,5.799,0.556
4.78,5.063,0.537
5.678,5.929,0.556
5.199,5.294,0.603
5.379,5.7,0.54
5.312,5.676,0.509
4.817,5.051,0.493
5.804,5.939,0.537
5.603,5.705,0.554
5.5,5.535,0.585
5.885,5.915,0.567
5.374,5.703,0.554
5.25,5.479,0.53
5.614,5.767,0.567
5.618,5.653,0.623
5.022,5.427,0.527
4.871,5.15,0.52
5.378,5.5,0.585
5.474,5.63,0.56
6.035,6.06,0.595
5.553,5.603,0.555
5.439,5.529,0.573
4.939,5.233,0.521
5.645,5.788,0.558
5.643,5.903,0.554
5.509,5.655,0.573
5.081,5.223,0.544
5.349,5.436,0.562
4.759,5.114,0.513
5.268,5.372,0.572
5.756,5.77,0.584
5.561,5.717,0.564
5.631,5.699,0.591
4.584,5.041,0.538
5.391,5.521,0.529
4.944,5.236,0.561
5.554,5.74,0.561
5.287,5.349,0.613
5.592,5.687,0.579
5.417,5.498,0.593
5.481,5.688,0.55
5.782,5.951,0.581
5.085,5.25,0.56
5.515,5.563,0.557
5.627,5.8,0.573
5.292,5.484,0.572
5.07,5.435,0.505
5.632,5.686,0.594
5.463,5.589,0.592
5.694,5.878,0.585
5.125,5.353,0.542
5.701,5.93,0.57
5.205,5.358,0.549
5.593,5.62,0.6
5.337,5.54,0.522
5.662,5.813,0.564
5.625,5.703,0.58
5.499,5.697,0.548
5.573,5.679,0.561
5.498,5.61,0.597
4.708,5.17,0.515
5.572,5.699,0.565
5.907,5.995,0.585
5.67,5.755,0.626
5.69,5.888,0.526
5.63,5.789,0.562
5.183,5.481,0.553
5.194,5.291,0.578
5.345,5.537,0.551
5.701,5.856,0.56
5.64,5.753,0.568
5.415,5.544,0.574
5.746,6.079,0.562
5.579,5.788,0.558
5.793,5.886,0.549
5.022,5.169,0.544
5.18,5.393,0.501
5.242,5.514,0.537
6.256,6.42,0.596
5.504,5.61,0.556
5.489,5.739,0.536
5.895,6.175,0.527
5.147,5.274,0.507
5.254,5.436,0.55
5.633,5.783,0.582
5.672,5.7,0.589
5.365,5.498,0.523
5.397,5.667,0.487
5.512,5.738,0.519
5.295,5.528,0.566
5.388,5.646,0.541
5.132,5.39,0.568
5.649,5.743,0.578
4.874,5.102,0.533
5.38,5.643,0.533
5.608,5.751,0.546
5.214,5.436,0.578
5.658,5.755,0.599
4.766,5.08,0.542
5.878,6.084,0.528
5.616,5.717,0.577
5.425,5.584,0.542
4.742,4.888,0.601
5.414,5.539,0.571
5.215,5.343,0.552
5.722,5.837,0.563
5.413,5.435,0.575
5.104,5.241,0.544
5.371,5.527,0.549
5.238,5.507,0.543
5.214,5.419,0.574
5.559,5.656,0.506
5.73,5.861,0.537
5.381,5.63,0.561
5.54,5.842,0.578
5.882,6.0,0.527
5.108,5.277,0.575
5.154,5.293,0.549
5.0,5.192,0.528
5.025,5.493,0.518
5.309,5.461,0.559
5.651,5.665,0.552
5.436,5.481,0.605
5.248,5.479,0.552
5.576,5.676,0.58
5.398,5.682,0.567
5.453,5.738,0.551
5.141,5.33,0.578
5.407,5.613,0.527
5.79,5.819,0.562
5.421,5.527,0.576
5.802,5.854,0.603
5.446,5.773,0.517
5.671,5.87,0.521
5.67,5.766,0.56
5.422,5.683,0.531
5.164,5.216,0.56
5.061,5.191,0.554
4.84,5.323,0.519
5.301,5.39,0.566
5.553,5.816,0.559
5.22,5.337,0.592
5.429,5.533,0.541
5.118,5.125,0.626
6.141,6.226,0.591
5.52,5.671,0.55
5.29,5.412,0.559
5.114,5.575,0.517
5.604,5.699,0.564
4.708,4.948,0.552
5.214,5.239,0.566
5.454,5.657,0.615
5.358,5.693,0.557
5.257,5.472,0.529
5.3,5.522,0.513
5.731,5.801,0.577
5.286,5.625,0.505
4.993,5.027,0.59
5.373,5.62,0.521
6.0,6.108,0.571
5.146,5.433,0.549
5.39,5.515,0.581
5.274,5.484,0.571
5.613,5.687,0.589
5.006,5.143,0.543
4.812,4.981,0.546
5.395,5.588,0.558
5.624,5.902,0.553
5.052,5.097,0.584
5.117,5.172,0.562
5.015,5.189,0.546
5.466,5.752,0.574
5.684,5.775,0.59
6.016,6.057,0.618
5.864,5.948,0.571
5.269,5.301,0.624
5.142,5.49,0.508
5.472,5.56,0.579
5.223,5.399,0.569
5.19,5.345,0.558
5.22,5.319,0.587
5.386,5.489,0.585
4.875,5.214,0.522
5.183,5.314,0.585
5.65,5.823,0.594
5.756,5.823,0.563
5.129,5.297,0.562
6.031,6.262,0.561
5.817,6.062,0.592
5.798,5.88,0.593
5.515,5.838,0.552
5.25,5.506,0.567
5.338,5.395,0.592
5.741,6.036,0.552
5.033,5.293,0.541
5.466,5.894,0.536
5.471,5.563,0.585
4.888,5.242,0.508
5.723,5.942,0.528
5.642,5.732,0.592
5.08,5.229,0.576
5.648,5.853,0.53
5.652,5.776,0.551
5.736,5.847,0.575
5.282,5.436,0.57
5.64,5.838,0.529
5.735,5.833,0.546
5.211,5.43,0.544
5.566,5.633,0.57
5.361,5.679,0.492
5.334,5.54,0.548
5.679,5.679,0.6
5.163,5.351,0.553
5.671,5.951,0.553
5.421,5.634,0.523
5.164,5.469,0.549
5.183,5.515,0.533
5.152,5.402,0.51
4.797,5.197,0.514
5.357,5.526,0.585
5.161,5.405,0.535
5.539,5.553,0.591
5.73,5.73,0.573
5.369,5.59,0.567
5.539,5.728,0.596
5.175,5.391,0.539
5.208,5.431,0.543
5.789,5.961,0.569
5.034,5.174,0.573
5.413,5.591,0.518
5.458,5.678,0.559
5.314,5.409,0.548
5.569,5.741,0.526
5.131,5.553,0.504
5.691,5.811,0.58
5.369,5.63,0.528
5.305,5.587,0.54
5.369,5.445,0.536
5.535,5.711,0.588
5.786,5.913,0.602
5.924,5.995,0.606
5.202,5.281,0.558
5.477,5.563,0.586
5.386,5.474,0.6
5.133,5.463,0.53
5.751,5.936,0.574
5.304,5.518,0.547
5.252,5.619,0.519
5.455,5.55,0.57
5.558,5.704,0.561
5.04,5.271,0.569
5.832,5.902,0.574
5.673,5.749,0.583
5.48,5.885,0.528
5.343,5.802,0.481
5.36,5.573,0.569
5.315,5.324,0.574
5.282,5.517,0.564
5.261,5.308,0.589
5.414,5.66,0.531
5.309,5.524,0.555
5.474,5.762,0.554
5.279,5.516,0.572
5.395,5.493,0.533
5.332,5.428,0.574
5.303,5.402,0.561
5.254,5.464,0.532
5.379,5.524,0.595
4.67,4.957,0.502
5.72,5.889,0.534
5.068,5.269,0.549
5.574,5.665,0.568
5.027,5.113,0.563
5.396,5.908,0.516
5.627,5.767,0.537
5.293,5.455,0.56
4.605,4.868,0.543
5.041,5.384,0.522
5.895,5.967,0.584
5.119,5.196,0.582
5.545,5.677,0.567
5.207,5.394,0.561
5.544,5.568,0.586
4.866,5.03,0.537
5.603,5.782,0.551
5.716,5.981,0.563
5.722,5.908,0.586
4.989,5.153,0.554
5.411,5.596,0.566
5.203,5.519,0.537
5.211,5.495,0.534
5.353,5.587,0.587
5.1,5.286,0.529
5.815,5.848,0.597
5.035,5.204,0.501
5.379,5.661,0.552
5.25,5.491,0.55
5.793,6.002,0.586
5.421,5.575,0.579
4.999,5.631,0.482
4.775,5.48,0.522
5.44,5.6,0.551
5.071,5.363,0.552
5.379,5.516,0.582
5.954,6.085,0.531
5.021,5.216,0.543
5.629,5.72,0.542
5.587,5.764,0.59
5.409,5.549,0.593
5.232,5.428,0.587
5.527,5.605,0.619
5.382,5.382,0.592
5.549,5.805,0.519
4.946,5.48,0.529
5.078,5.347,0.559
5.729,5.85,0.572
5.481,5.674,0.569
5.217,5.399,0.529
5.078,5.283,0.526
5.309,5.611,0.566
5.617,5.661,0.587
5.342,5.579,0.558
5.839,5.858,0.538
5.563,5.876,0.521
5.478,5.665,0.563
5.191,5.348,0.548
5.081,5.294,0.538
5.477,5.605,0.563
5.205,5.379,0.552
6.035,6.229,0.576
5.558,5.865,0.578
5.132,5.439,0.477
5.777,5.987,0.567
5.129,5.425,0.545
5.398,5.536,0.54
4.994,5.233,0.55
5.652,5.66,0.607
5.317,5.616,0.53
5.547,5.832,0.547
5.304,5.539,0.553
5.539,5.712,0.567
5.546,5.62,0.56
5.863,5.957,0.634
5.553,5.715,0.575
5.428,5.506,0.581
5.636,5.861,0.538
5.524,5.633,0.584
4.498,4.921,0.515
5.747,5.86,0.594
4.918,4.963,0.573
5.793,5.897,0.574
5.448,5.642,0.531
5.539,5.8,0.572
5.045,5.274,0.564
5.316,5.596,0.537
5.383,5.445,0.568
5.994,6.018,0.589
5.909,5.992,0.576
5.294,5.535,0.534
4.999,5.107,0.578
5.225,5.462,0.549
5.35,5.385,0.564
5.518,5.782,0.502
4.92,5.14,0.559
5.29,5.63,0.523
5.992,6.145,0.574
5.182,5.396,0.527
5.083,5.72,0.469
4.868,5.242,0.541
6.085,6.145,0.592
4.892,5.045,0.59
4.984,5.06,0.546
5.715,5.835,0.571
5.24,5.35,0.573
5.838,5.991,0.576
5.461,5.738,0.545
4.804,5.143,0.54
5.413,5.48,0.588
5.748,5.844,0.557
5.671,5.941,0.55
5.725,5.903,0.555
5.385,5.619,0.562
5.411,5.51,0.546
5.537,5.65,0.584
5.506,5.796,0.557
5.745,5.767,0.605
6.175,6.232,0.583
5.534,5.674,0.526
5.36,5.472,0.569
5.722,5.852,0.593
5.246,5.348,0.593
5.191,5.438,0.575
4.772,4.919,0.539
5.382,5.483,0.582
5.93,6.019,0.58
5.902,5.959,0.562
5.683,5.82,0.587
5.497,5.658,0.587
4.81,5.126,0.554
5.264,5.349,0.562
5.273,5.403,0.578
4.781,5.373,0.488
5.715,5.98,0.569
5.508,5.581,0.539
5.42,5.446,0.581
5.463,5.545,0.566
5.734,5.982,0.512
5.747,5.871,0.582
5.619,5.727,0.581
5.623,5.81,0.588
5.383,5.469,0.536
5.368,5.503,0.54
5.441,5.663,0.552
5.382,5.434,0.607
5.18,5.409,0.563
5.077,5.135,0.549
5.195,5.499,0.547
5.621,5.77,0.569
5.505,5.685,0.54
5.745,5.785,0.602
5.204,5.237,0.553
5.106,5.365,0.525
5.385,5.423,0.589
5.415,5.756,0.522
5.425,5.651,0.57
5.385,5.864,0.514
5.82,5.965,0.564
5.462,5.758,0.549
5.421,5.463,0.576
5.628,5.712,0.629
5.152,5.378,0.549
5.04,5.174,0.554
5.626,5.85,0.577
6.202,6.256,0.58
5.241,5.374,0.57
5.253,5.613,0.508
5.3,5.503,0.562
6.082,6.296,0.56
5.672,5.816,0.575
5.09,5.119,0.552
5.207,5.31,0.567
5.452,5.497,0.592
5.712,5.893,0.543
5.145,5.243,0.597
5.267,5.341,0.606
5.553,5.688,0.529
5.129,5.524,0.561
5.387,5.689,0.549
4.544,4.729,0.55
5.915,6.019,0.567
6.019,6.159,0.581
5.762,6.043,0.551
5.967,6.064,0.6
4.855,5.081,0.567
4.874,5.362,0.505
5.68,5.765,0.601
5.453,5.649,0.589
5.359,5.503,0.615
5.102,5.412,0.5
5.478,5.727,0.556
5.541,5.634,0.549
5.359,5.635,0.545
5.205,5.305,0.566
5.565,5.629,0.585
5.573,5.649,0.557
4.749,5.088,0.536
5.175,5.312,0.543
5.613,5.698,0.583
5.566,5.791,0.528
5.066,5.244,0.516
5.501,5.929,0.57
5.052,5.147,0.561
5.471,5.645,0.53
5.526,5.611,0.564
5.594,5.797,0.542
5.549,5.588,0.595
5.023,5.196,0.527
5.071,5.214,0.579
5.662,5.769,0.605
5.117,5.309,0.542
5.291,5.554,0.541
5.011,5.222,0.578
6.092,6.105,0.634
5.476,5.564,0.567
5.128,5.24,0.568
4.594,4.891,0.544
5.108,5.216,0.555
5.693,5.952,0.556
5.349,5.533,0.551
5.404,5.55,0.56
5.748,5.833,0.579
5.707,6.103,0.561
5.308,5.383,0.56
5.538,5.631,0.565
5.194,5.427,0.527
5.451,5.592,0.589
6.181,6.311,0.595
5.132,5.253,0.53
5.35,5.538,0.565
5.843,5.937,0.591
5.102,5.265,0.554
5.75,5.809,0.565
5.007,5.369,0.515
5.15,5.373,0.609
5.327,5.577,0.57
5.423,5.641,0.555
4.836,5.332,0.477
5.372,5.537,0.566
5.172,5.371,0.551
5.556,5.625,0.556
5.402,5.635,0.553
5.455,5.646,0.546
5.003,5.202,0.496
5.536,5.613,0.569
5.489,5.884,0.515
5.028,5.273,0.537
5.364,5.53,0.552
5.183,5.45,0.543
5.278,5.49,0.539
5.714,5.809,0.562
5.245,5.35,0.587
5.767,5.871,0.545
5.462,5.558,0.585
5.508,5.693,0.585
4.899,5.165,0.516
5.187,5.328,0.586
5.125,5.346,0.531
5.342,5.462,0.56
5.24,5.663,0.49
5.599,5.784,0.584
5.868,6.007,0.566
5.723,5.854,0.571
4.925,5.379,0.489
5.565,5.911,0.533
5.197,5.532,0.518
5.372,5.648,0.552
5.134,5.397,0.529
5.343,5.43,0.581
5.201,5.6,0.523
4.872,5.08,0.576
4.942,5.08,0.616
5.376,5.753,0.56
4.749,4.996,0.545
4.93,5.176,0.494
5.129,5.243,0.527
5.123,5.425,0.514
5.333,5.491,0.538
5.448,5.551,0.551
5.297,5.424,0.573
5.086,5.544,0.501
5.612,5.871,0.54
4.881,5.083,0.577
5.301,5.523,0.545
5.249,5.399,0.573
5.14,5.608,0.502
5.706,5.818,0.594
5.256,5.358,0.581
5.489,5.577,0.565
5.571,5.689,0.592
4.508,4.762,0.506
5.866,6.024,0.572
5.161,5.556,0.525
5.397,5.469,0.575
5.726,5.923,0.563
5.72,5.856,0.586
4.745,5.28,0.478
4.664,4.865,0.513
4.891,5.153,0.543
5.584,5.704,0.581
5.574,5.818,0.575
5.518,5.654,0.552
5.077,5.113,0.586
4.953,5.179,0.536
5.332,5.616,0.567
5.442,5.479,0.62
5.345,5.525,0.562
5.702,5.77,0.568
5.384,5.755,0.56
5.258,5.618,0.514
5.043,5.469,0.513
4.788,5.101,0.49
5.552,5.662,0.56
5.707,5.852,0.517
5.437,5.597,0.586
5.163,5.41,0.529
5.111,5.209,0.542
5.134,5.357,0.548
5.716,5.974,0.54
5.332,5.442,0.595
5.213,5.515,0.553
5.735,5.81,0.57
5.722,5.774,0.597
5.647,5.816,0.577
5.292,5.459,0.562
5.542,5.619,0.61
5.094,5.417,0.487
5.417,5.437,0.592
5.3,5.573,0.491
5.485,5.751,0.531
5.464,5.59,0.543
4.929,5.239,0.544
5.244,5.459,0.527
5.341,5.502,0.587
5.111,5.229,0.572
4.794,5.058,0.523
4.633,4.968,0.522
5.25,5.435,0.555
5.602,5.938,0.548
5.68,5.805,0.563
5.4,5.547,0.585
5.141,5.371,0.532
5.442,5.574,0.595
5.809,6.031,0.533
4.877,5.3,0.472
5.042,5.559,0.498
5.807,6.005,0.55
4.704,5.147,0.509
5.683,5.774,0.546
5.16,5.444,0.528
4.925,5.553,0.499
5.261,5.569,0.534
5.133,5.457,0.544
5.329,5.721,0.532
5.035,5.181,0.574
5.181,5.416,0.53
5.125,5.258,0.578
5.906,6.064,0.589
5.378,5.479,0.576
5.181,5.465,0.527
5.166,5.459,0.56
5.424,5.46,0.592
5.84,6.006,0.584
5.493,5.603,0.595
6.02,6.183,0.554
5.274,5.496,0.559
5.296,5.686,0.539
4.539,4.93,0.547
5.215,5.4,0.558
4.905,5.178,0.548
6.025,6.188,0.575
5.448,5.704,0.546
5.224,5.402,0.547
5.974,6.05,0.574
5.506,5.648,0.583
5.258,5.329,0.569
5.424,5.688,0.565
5.061,5.423,0.537
5.064,5.301,0.513
5.641,5.784,0.586
5.016,5.264,0.563
5.121,5.489,0.535
5.461,5.606,0.571
5.296,5.656,0.49
5.215,5.629,0.538
5.771,5.927,0.582
5.421,5.562,0.561
5.109,5.179,0.581
5.292,5.369,0.581
5.484,5.617,0.564
5.741,5.953,0.535
5.626,5.713,0.624
5.502,5.565,0.577
5.045,5.31,0.508
5.47,5.685,0.569
4.605,5.072,0.501
4.956,5.428,0.512
5.048,5.239,0.552
5.809,6.009,0.558
5.737,5.81,0.578
5.754,5.957,0.574
5.346,5.637,0.536
5.131,5.428,0.546
5.134,5.452,0.522
5.6,5.84,0.515
5.48,5.6,0.513
5.27,5.532,0.576
5.471,5.632,0.541
5.916,6.156,0.545
5.783,5.969,0.554
5.775,6.034,0.58
5.025,5.287,0.502
5.905,5.975,0.562
5.989,6.127,0.576
5.571,5.705,0.58
6.026,6.149,0.571
6.038,6.068,0.608
4.938,5.233,0.515
6.01,6.08,0.575
5.218,5.279,0.583
5.412,5.486,0.589
4.949,5.348,0.506
5.414,5.503,0.561
4.85,5.398,0.487
5.13,5.205,0.525
5.265,5.481,0.537
5.49,5.629,0.602
5.117,5.172,0.572
5.62,5.677,0.608
5.65,5.837,0.57
4.696,5.083,0.529
